date,index_name,value
2025-07-01,Telecommunications,46527.21
2025-07-02,Telecommunications,46939.36
2025-07-03,Telecommunications,46653.32
2025-07-04,Telecommunications,45946.78
2025-07-07,Telecommunications,46110.89
2025-07-08,Telecommunications,46060.36
2025-07-09,Telecommunications,46518.86
2025-07-11,Telecommunications,46228.65
2025-07-14,Telecommunications,46346.4
2025-07-15,Telecommunications,46106.72
2025-07-16,Telecommunications,46039.06
2025-07-17,Telecommunications,45778.5
2025-07-18,Telecommunications,45849.9
2025-07-21,Telecommunications,45774.32
2025-07-22,Telecommunications,45610.22
2025-07-23,Telecommunications,45534.64
2025-07-24,Telecommunications,45618.57
2025-07-25,Telecommunications,45820.25
2025-07-28,Telecommunications,45870.78
2025-07-29,Telecommunications,47216.62
2025-07-30,Telecommunications,49857.77
2025-07-31,Telecommunications,50211.04
2025-08-01,Telecommunications,53689.01
2025-08-04,Telecommunications,52090.95
2025-08-05,Telecommunications,52566.15
2025-08-06,Telecommunications,53150.75
2025-08-07,Telecommunications,54971.79
2025-08-11,Telecommunications,56166.05
2025-08-12,Telecommunications,58222.6
2025-08-13,Telecommunications,62735.1
2025-08-14,Telecommunications,72883.18
2025-08-15,Telecommunications,70069.78
2025-08-18,Telecommunications,67727.2
2025-08-19,Telecommunications,68757.56
2025-08-20,Telecommunications,69926.76
2025-08-21,Telecommunications,69960.17
2025-08-22,Telecommunications,68786.78
2025-08-25,Telecommunications,69363.04
2025-08-26,Telecommunications,70376.7
2025-08-27,Telecommunications,73631.68
2025-08-28,Telecommunications,73476.14
2025-08-29,Telecommunications,73093.0
2025-09-01,Telecommunications,73669.26
2025-09-02,Telecommunications,73803.93
2025-09-03,Telecommunications,73509.54
2025-09-04,Telecommunications,75456.47
2025-09-08,Telecommunications,78392.01
2025-09-09,Telecommunications,78661.35
2025-09-10,Telecommunications,78223.94
2025-09-11,Telecommunications,77492.14
2025-09-12,Telecommunications,76764.52
2025-09-15,Telecommunications,74834.29
2025-09-16,Telecommunications,75864.65
2025-09-17,Telecommunications,75149.55
2025-09-18,Telecommunications,75280.05
2025-09-19,Telecommunications,74401.05
2025-09-22,Telecommunications,75448.12
2025-09-23,Telecommunications,80788.87
2025-09-24,Telecommunications,82837.07
2025-09-25,Telecommunications,86966.87
2025-09-26,Telecommunications,85229.76
2025-09-29,Telecommunications,85974.09
2025-09-30,Telecommunications,86558.69
2025-10-01,Telecommunications,85810.19062427769
2025-10-02,Telecommunications,85961.56032319674
2025-10-03,Telecommunications,84931.19806937153
2025-10-07,Telecommunications,83892.48563308684
2025-10-08,Telecommunications,83884.13545062735
2025-10-09,Telecommunications,84329.89436492504
2025-10-10,Telecommunications,88455.51847145562
2025-10-13,Telecommunications,87719.54543300904
2025-10-14,Telecommunications,87408.45585271144
2025-10-15,Telecommunications,86991.92257702195
2025-10-16,Telecommunications,87719.54543300904
2025-10-17,Telecommunications,87416.80603517093
2025-10-21,Telecommunications,86983.57239456246
2025-10-22,Telecommunications,86962.69693841376
2025-10-23,Telecommunications,86954.34675595428
2025-10-24,Telecommunications,87105.71645487333
2025-10-27,Telecommunications,85923.98450212907
2025-10-28,Telecommunications,85915.63431966958
2025-10-29,Telecommunications,86664.13263180539
2025-10-30,Telecommunications,88716.50695699632
2025-10-31,Telecommunications,89759.39448451076
2025-11-03,Telecommunications,90625.86176572768
2025-11-04,Telecommunications,92833.78088106742
2025-11-06,Telecommunications,95340.26430301552
2025-11-07,Telecommunications,94743.13568979877
2025-11-10,Telecommunications,93864.14313489263
2025-11-11,Telecommunications,93864.14313489263
2025-11-12,Telecommunications,92106.15802508032
2025-11-13,Telecommunications,92979.9090741084
2025-11-14,Telecommunications,92467.34870013483
2025-11-17,Telecommunications,93056.1271308921
2025-11-18,Telecommunications,92433.9479702969
2025-11-19,Telecommunications,91092.49613617409
2025-11-20,Telecommunications,91268.9163824716
2025-11-21,Telecommunications,90205.15339880844
2025-11-24,Telecommunications,87993.05919223897
2025-11-25,Telecommunications,87719.54543300904
2025-11-26,Telecommunications,89763.56957574049
2025-11-27,Telecommunications,88880.4019296046
2025-11-28,Telecommunications,89452.4799954429
2025-12-01,Telecommunications,86765.40123596754
2025-12-02,Telecommunications,85768.43971198026
2025-12-03,Telecommunications,83577.22096155949
2025-12-05,Telecommunications,83114.76168234284
2025-12-08,Telecommunications,84263.09290524917
2025-12-09,Telecommunications,86357.21814273753
2025-12-10,Telecommunications,87690.31979440086
2025-12-11,Telecommunications,87829.16421963068
2025-12-12,Telecommunications,87134.94209348153
2025-12-15,Telecommunications,85662.99601658837
2025-12-16,Telecommunications,85658.82092535862
2025-12-17,Telecommunications,85928.15959335881
2025-12-18,Telecommunications,88291.62349884734
2025-12-19,Telecommunications,88131.9036174688
2025-12-22,Telecommunications,87387.58039656274
2025-12-23,Telecommunications,86798.80196580547
2025-12-24,Telecommunications,86664.13263180539
2025-12-26,Telecommunications,87534.77500425205
2025-12-29,Telecommunications,86348.86796027805
2025-12-30,Telecommunications,87816.63894594145
2025-12-31,Telecommunications,88409.59246792847
1985-01-02,Trading,93.44
1985-01-03,Trading,93.44
1985-01-04,Trading,93.03
1985-01-07,Trading,93.03
1985-01-08,Trading,93.03
1985-01-09,Trading,93.03
1985-01-10,Trading,93.03
1985-01-11,Trading,93.03
1985-01-15,Trading,93.03
1985-01-16,Trading,93.03
1985-01-17,Trading,93.03
1985-01-18,Trading,93.03
1985-01-21,Trading,93.03
1985-01-22,Trading,92.63
1985-01-23,Trading,92.63
1985-01-24,Trading,92.63
1985-01-25,Trading,92.63
1985-01-28,Trading,92.63
1985-01-29,Trading,92.63
1985-01-30,Trading,92.63
1985-01-31,Trading,92.63
1985-02-01,Trading,92.63
1985-02-06,Trading,92.63
1985-02-07,Trading,93.44
1985-02-08,Trading,93.44
1985-02-11,Trading,93.44
1985-02-12,Trading,93.44
1985-02-13,Trading,93.44
1985-02-14,Trading,93.44
1985-02-15,Trading,93.44
1985-02-18,Trading,93.17
1985-02-19,Trading,93.17
1985-02-20,Trading,93.17
1985-02-21,Trading,93.17
1985-02-22,Trading,93.17
1985-02-25,Trading,93.38
1985-02-26,Trading,93.38
1985-02-27,Trading,93.38
1985-02-28,Trading,93.38
1985-03-01,Trading,94.08
1985-03-04,Trading,94.08
1985-03-05,Trading,94.08
1985-03-07,Trading,93.83
1985-03-08,Trading,93.83
1985-03-11,Trading,93.83
1985-03-12,Trading,93.83
1985-03-13,Trading,93.83
1985-03-14,Trading,95.26
1985-03-15,Trading,95.26
1985-03-18,Trading,95.35
1985-03-19,Trading,95.35
1985-03-20,Trading,98.2
1985-03-21,Trading,99.02
1985-03-22,Trading,99.02
1985-03-25,Trading,99.02
1985-03-26,Trading,100.65
1985-03-27,Trading,100.65
1985-03-28,Trading,100.65
1985-03-29,Trading,105.55
1985-04-01,Trading,105.55
1985-04-02,Trading,111.68
1985-04-03,Trading,111.68
1985-04-08,Trading,111.68
1985-04-09,Trading,110.86
1985-04-10,Trading,110.86
1985-04-15,Trading,110.86
1985-04-16,Trading,110.86
1985-04-17,Trading,110.86
1985-04-18,Trading,110.86
1985-04-19,Trading,110.86
1985-04-22,Trading,110.86
1985-04-23,Trading,110.86
1985-04-24,Trading,110.86
1985-04-25,Trading,110.86
1985-04-26,Trading,102.29
1985-04-29,Trading,102.29
1985-04-30,Trading,112.08
1985-05-02,Trading,112.08
1985-05-03,Trading,112.08
1985-05-07,Trading,112.08
1985-05-08,Trading,112.08
1985-05-09,Trading,104.31
1985-05-10,Trading,104.86
1985-05-13,Trading,104.86
1985-05-14,Trading,104.86
1985-05-15,Trading,108.87
1985-05-16,Trading,108.87
1985-05-17,Trading,108.87
1985-05-20,Trading,108.87
1985-05-21,Trading,108.85
1985-05-23,Trading,107.77
1985-05-24,Trading,107.77
1985-05-27,Trading,107.77
1985-05-28,Trading,107.77
1985-05-29,Trading,107.77
1985-05-30,Trading,107.77
1985-05-31,Trading,107.77
1985-06-03,Trading,107.36
1985-06-04,Trading,107.41
1985-06-05,Trading,107.81
1985-06-06,Trading,107.54
1985-06-07,Trading,107.27
1985-06-10,Trading,107.27
1985-06-11,Trading,107.27
1985-06-12,Trading,107.27
1985-06-13,Trading,107.27
1985-06-14,Trading,107.27
1985-06-17,Trading,107.27
1985-06-18,Trading,107.27
1985-06-19,Trading,107.27
1985-06-20,Trading,107.27
1985-06-21,Trading,106.18
1985-06-24,Trading,105.64
1985-06-25,Trading,105.64
1985-06-26,Trading,105.09
1985-06-27,Trading,105.09
1985-06-28,Trading,105.09
1985-07-02,Trading,105.09
1985-07-03,Trading,105.09
1985-07-04,Trading,105.09
1985-07-05,Trading,103.73
1985-07-08,Trading,104.0
1985-07-09,Trading,104.0
1985-07-10,Trading,104.0
1985-07-11,Trading,104.0
1985-07-12,Trading,104.05
1985-07-15,Trading,104.05
1985-07-16,Trading,104.05
1985-07-17,Trading,104.05
1985-07-18,Trading,106.51
1985-07-19,Trading,108.28
1985-07-22,Trading,109.49
1985-07-23,Trading,108.79
1985-07-24,Trading,108.24
1985-07-25,Trading,107.89
1985-07-26,Trading,107.89
1985-07-29,Trading,107.89
1985-07-30,Trading,107.71
1985-08-01,Trading,107.71
1985-08-02,Trading,107.83
1985-08-05,Trading,107.83
1985-08-06,Trading,107.81
1985-08-07,Trading,107.81
1985-08-08,Trading,107.81
1985-08-09,Trading,107.81
1985-08-12,Trading,108.9
1985-08-13,Trading,109.17
1985-08-14,Trading,109.17
1985-08-15,Trading,109.17
1985-08-16,Trading,107.17
1985-08-19,Trading,107.17
1985-08-20,Trading,107.17
1985-08-21,Trading,107.17
1985-08-22,Trading,107.59
1985-08-23,Trading,107.59
1985-08-26,Trading,106.24
1985-08-27,Trading,106.24
1985-08-28,Trading,106.24
1985-08-30,Trading,106.24
1985-09-02,Trading,106.74
1985-09-03,Trading,106.74
1985-09-04,Trading,106.94
1985-09-05,Trading,106.86
1985-09-06,Trading,106.86
1985-09-09,Trading,113.68
1985-09-10,Trading,113.68
1985-09-11,Trading,113.68
1985-09-12,Trading,113.68
1985-09-13,Trading,113.68
1985-09-16,Trading,114.22
1985-09-17,Trading,114.22
1985-09-18,Trading,114.22
1985-09-19,Trading,114.22
1985-09-20,Trading,114.22
1985-09-23,Trading,112.43
1985-09-24,Trading,114.05
1985-09-25,Trading,114.05
1985-09-26,Trading,114.05
1985-09-27,Trading,114.05
1985-09-30,Trading,114.05
1985-10-01,Trading,114.05
1985-10-02,Trading,110.32
1985-10-03,Trading,108.69
1985-10-04,Trading,109.77
1985-10-07,Trading,109.77
1985-10-08,Trading,111.4
1985-10-09,Trading,111.4
1985-10-10,Trading,111.4
1985-10-11,Trading,111.4
1985-10-14,Trading,111.4
1985-10-15,Trading,111.36
1985-10-16,Trading,111.36
1985-10-17,Trading,112.44
1985-10-18,Trading,112.44
1985-10-21,Trading,112.44
1985-10-22,Trading,114.6
1985-10-23,Trading,116.0
1985-10-24,Trading,116.0
1985-10-25,Trading,116.0
1985-10-29,Trading,116.0
1985-10-30,Trading,117.08
1985-10-31,Trading,117.08
1985-11-01,Trading,117.08
1985-11-04,Trading,117.08
1985-11-05,Trading,117.08
1985-11-06,Trading,117.08
1985-11-07,Trading,117.08
1985-11-08,Trading,117.08
1985-11-11,Trading,117.08
1985-11-12,Trading,117.08
1985-11-13,Trading,117.08
1985-11-14,Trading,116.0
1985-11-15,Trading,116.0
1985-11-18,Trading,116.0
1985-11-19,Trading,116.0
1985-11-20,Trading,117.4
1985-11-21,Trading,117.4
1985-11-22,Trading,117.39
1985-11-26,Trading,117.59
1985-11-28,Trading,117.39
1985-11-29,Trading,117.93
1985-12-02,Trading,117.93
1985-12-03,Trading,122.8
1985-12-04,Trading,126.6
1985-12-05,Trading,136.44
1985-12-06,Trading,138.73
1985-12-09,Trading,138.73
1985-12-10,Trading,138.73
1985-12-11,Trading,138.73
1985-12-12,Trading,129.0
1985-12-13,Trading,129.0
1985-12-16,Trading,128.73
1985-12-17,Trading,128.73
1985-12-18,Trading,128.73
1985-12-19,Trading,128.73
1985-12-20,Trading,128.73
1985-12-30,Trading,128.28
1985-12-31,Trading,128.28
1986-01-02,Trading,127.74
1986-01-03,Trading,127.74
1986-01-06,Trading,127.74
1986-01-07,Trading,127.2
1986-01-08,Trading,127.2
1986-01-09,Trading,127.2
1986-01-10,Trading,123.96
1986-01-13,Trading,123.96
1986-01-15,Trading,124.23
1986-01-16,Trading,123.96
1986-01-17,Trading,123.96
1986-01-20,Trading,123.96
1986-01-21,Trading,125.04
1986-01-22,Trading,125.04
1986-01-23,Trading,125.97
1986-01-24,Trading,126.59
1986-01-27,Trading,126.59
1986-01-28,Trading,126.59
1986-01-29,Trading,126.59
1986-01-30,Trading,126.59
1986-01-31,Trading,126.59
1986-02-03,Trading,126.59
1986-02-05,Trading,127.05
1986-02-06,Trading,127.05
1986-02-07,Trading,127.05
1986-02-10,Trading,127.59
1986-02-11,Trading,127.59
1986-02-12,Trading,127.59
1986-02-13,Trading,127.59
1986-02-14,Trading,127.05
1986-02-17,Trading,127.98
1986-02-18,Trading,128.92
1986-02-19,Trading,128.92
1986-02-20,Trading,128.92
1986-02-21,Trading,128.65
1986-02-25,Trading,127.57
1986-02-26,Trading,128.5
1986-02-27,Trading,127.96
1986-02-28,Trading,128.42
1986-03-03,Trading,128.42
1986-03-04,Trading,128.42
1986-03-05,Trading,128.93
1986-03-06,Trading,129.71
1986-03-07,Trading,128.52
1986-03-10,Trading,128.68
1986-03-11,Trading,128.68
1986-03-12,Trading,128.14
1986-03-13,Trading,128.14
1986-03-14,Trading,129.22
1986-03-17,Trading,129.62
1986-03-18,Trading,129.34
1986-03-19,Trading,129.34
1986-03-20,Trading,129.25
1986-03-21,Trading,129.52
1986-03-24,Trading,129.25
1986-03-26,Trading,129.25
1986-03-27,Trading,127.98
1986-03-31,Trading,127.98
1986-04-01,Trading,127.18
1986-04-02,Trading,126.35
1986-04-03,Trading,126.35
1986-04-04,Trading,130.91
1986-04-07,Trading,133.36
1986-04-08,Trading,134.32
1986-04-09,Trading,134.05
1986-04-10,Trading,134.75
1986-04-11,Trading,134.75
1986-04-21,Trading,134.15
1986-04-22,Trading,134.42
1986-04-23,Trading,134.69
1986-04-25,Trading,134.69
1986-04-28,Trading,136.16
1986-04-29,Trading,136.16
1986-04-30,Trading,134.77
1986-05-02,Trading,135.62
1986-05-05,Trading,136.17
1986-05-06,Trading,136.29
1986-05-07,Trading,136.29
1986-05-08,Trading,136.29
1986-05-09,Trading,136.29
1986-05-12,Trading,135.49
1986-05-13,Trading,135.37
1986-05-14,Trading,135.37
1986-05-15,Trading,135.37
1986-05-16,Trading,135.37
1986-05-19,Trading,134.58
1986-05-20,Trading,134.58
1986-05-26,Trading,134.58
1986-05-27,Trading,134.58
1986-05-28,Trading,134.58
1986-05-29,Trading,134.58
1986-05-30,Trading,134.58
1986-06-02,Trading,134.58
1986-06-03,Trading,130.25
1986-06-04,Trading,130.25
1986-06-05,Trading,129.85
1986-06-06,Trading,129.85
1986-06-09,Trading,129.73
1986-06-10,Trading,129.73
1986-06-11,Trading,125.84
1986-06-12,Trading,125.84
1986-06-13,Trading,125.84
1986-06-16,Trading,125.84
1986-06-17,Trading,125.3
1986-06-18,Trading,120.99
1986-06-19,Trading,119.64
1986-06-20,Trading,119.1
1986-06-23,Trading,119.1
1986-06-24,Trading,120.22
1986-06-25,Trading,119.17
1986-06-26,Trading,119.99
1986-06-27,Trading,124.74
1986-06-30,Trading,130.48
1986-07-01,Trading,130.48
1986-07-02,Trading,130.48
1986-07-03,Trading,129.64
1986-07-04,Trading,131.15
1986-07-07,Trading,130.69
1986-07-08,Trading,129.56
1986-07-09,Trading,129.56
1986-07-10,Trading,136.6
1986-07-11,Trading,137.07
1986-07-14,Trading,137.54
1986-07-15,Trading,137.54
1986-07-16,Trading,139.99
1986-07-17,Trading,139.99
1986-07-18,Trading,140.71
1986-07-21,Trading,140.71
1986-07-22,Trading,140.71
1986-07-23,Trading,140.71
1986-07-24,Trading,140.71
1986-07-25,Trading,140.71
1986-07-28,Trading,139.36
1986-07-29,Trading,139.36
1986-07-30,Trading,139.24
1986-07-31,Trading,140.52
1986-08-01,Trading,154.84
1986-08-04,Trading,156.49
1986-08-05,Trading,156.49
1986-08-06,Trading,157.69
1986-08-07,Trading,157.69
1986-08-08,Trading,155.8
1986-08-11,Trading,155.25
1986-08-12,Trading,155.25
1986-08-13,Trading,160.83
1986-08-14,Trading,161.89
1986-08-15,Trading,165.08
1986-08-18,Trading,168.26
1986-08-20,Trading,168.48
1986-08-21,Trading,166.88
1986-08-22,Trading,166.88
1986-08-25,Trading,169.05
1986-08-26,Trading,169.56
1986-08-27,Trading,169.02
1986-08-28,Trading,161.13
1986-08-29,Trading,159.46
1986-09-01,Trading,157.47
1986-09-02,Trading,157.42
1986-09-03,Trading,157.42
1986-09-04,Trading,160.0
1986-09-05,Trading,160.0
1986-09-08,Trading,162.39
1986-09-09,Trading,163.98
1986-09-10,Trading,165.62
1986-09-11,Trading,165.62
1986-09-12,Trading,166.32
1986-09-15,Trading,166.12
1986-09-16,Trading,165.92
1986-09-18,Trading,164.53
1986-09-19,Trading,164.53
1986-09-22,Trading,164.53
1986-09-23,Trading,161.48
1986-09-24,Trading,160.94
1986-09-25,Trading,160.94
1986-09-26,Trading,161.14
1986-09-29,Trading,161.14
1986-09-30,Trading,191.46
1986-10-01,Trading,189.3
1986-10-02,Trading,189.57
1986-10-03,Trading,189.37
1986-10-06,Trading,192.07
1986-10-07,Trading,190.25
1986-10-08,Trading,190.52
1986-10-09,Trading,160.96
1986-10-10,Trading,161.14
1986-10-13,Trading,160.69
1986-10-14,Trading,160.69
1986-10-15,Trading,159.9
1986-10-16,Trading,160.71
1986-10-20,Trading,160.71
1986-10-21,Trading,159.51
1986-10-22,Trading,159.51
1986-10-23,Trading,158.99
1986-10-24,Trading,158.99
1986-10-27,Trading,158.99
1986-10-28,Trading,159.16
1986-10-29,Trading,158.99
1986-10-30,Trading,158.99
1986-10-31,Trading,158.79
1986-11-03,Trading,158.79
1986-11-04,Trading,158.25
1986-11-05,Trading,159.81
1986-11-06,Trading,160.35
1986-11-07,Trading,160.35
1986-11-10,Trading,160.35
1986-11-11,Trading,159.75
1986-11-12,Trading,159.21
1986-11-13,Trading,159.21
1986-11-17,Trading,156.22
1986-11-18,Trading,156.22
1986-11-19,Trading,156.22
1986-11-20,Trading,156.22
1986-11-21,Trading,157.62
1986-11-24,Trading,159.21
1986-11-25,Trading,159.21
1986-11-26,Trading,159.21
1986-11-27,Trading,158.13
1986-11-28,Trading,158.97
1986-12-01,Trading,159.78
1986-12-02,Trading,159.38
1986-12-03,Trading,159.38
1986-12-04,Trading,159.65
1986-12-05,Trading,160.47
1986-12-08,Trading,160.47
1986-12-09,Trading,159.75
1986-12-10,Trading,158.95
1986-12-11,Trading,158.95
1986-12-12,Trading,158.68
1986-12-16,Trading,158.68
1986-12-17,Trading,158.68
1986-12-18,Trading,158.68
1986-12-19,Trading,158.68
1986-12-22,Trading,158.68
1986-12-23,Trading,159.08
1987-01-02,Trading,159.16
1987-01-05,Trading,159.65
1987-01-06,Trading,160.47
1987-01-07,Trading,160.47
1987-01-08,Trading,160.47
1987-01-09,Trading,161.26
1987-01-12,Trading,161.26
1987-01-13,Trading,161.26
1987-01-15,Trading,161.46
1987-01-16,Trading,161.46
1987-01-19,Trading,161.46
1987-01-20,Trading,161.46
1987-01-21,Trading,165.4
1987-01-22,Trading,171.35
1987-01-23,Trading,177.76
1987-01-26,Trading,184.76
1987-01-27,Trading,186.95
1987-01-28,Trading,188.67
1987-01-29,Trading,187.16
1987-01-30,Trading,175.98
1987-02-02,Trading,175.98
1987-02-03,Trading,176.25
1987-02-05,Trading,177.14
1987-02-06,Trading,176.97
1987-02-09,Trading,176.97
1987-02-10,Trading,177.51
1987-02-11,Trading,177.11
1987-02-12,Trading,177.11
1987-02-16,Trading,177.11
1987-02-17,Trading,177.11
1987-02-18,Trading,177.11
1987-02-19,Trading,174.72
1987-02-20,Trading,174.72
1987-02-23,Trading,175.24
1987-02-24,Trading,181.83
1987-02-25,Trading,181.43
1987-02-26,Trading,181.43
1987-02-27,Trading,183.53
1987-03-02,Trading,183.53
1987-03-03,Trading,187.77
1987-03-04,Trading,188.17
1987-03-05,Trading,188.17
1987-03-06,Trading,188.77
1987-03-09,Trading,188.77
1987-03-10,Trading,188.77
1987-03-11,Trading,189.51
1987-03-12,Trading,189.51
1987-03-13,Trading,189.24
1987-03-16,Trading,189.24
1987-03-17,Trading,189.24
1987-03-18,Trading,193.79
1987-03-19,Trading,193.79
1987-03-20,Trading,192.79
1987-03-23,Trading,192.79
1987-03-24,Trading,194.79
1987-03-25,Trading,198.12
1987-03-26,Trading,198.12
1987-03-27,Trading,198.47
1987-03-30,Trading,198.12
1987-03-31,Trading,197.94
1987-04-01,Trading,197.94
1987-04-02,Trading,197.94
1987-04-03,Trading,197.27
1987-04-06,Trading,197.67
1987-04-07,Trading,201.87
1987-04-08,Trading,202.92
1987-04-09,Trading,204.64
1987-04-10,Trading,205.52
1987-04-20,Trading,211.84
1987-04-21,Trading,221.64
1987-04-24,Trading,220.74
1987-04-27,Trading,220.54
1987-04-28,Trading,215.53
1987-04-29,Trading,220.43
1987-04-30,Trading,220.43
1987-05-04,Trading,220.43
1987-05-05,Trading,220.43
1987-05-06,Trading,215.88
1987-05-07,Trading,215.36
1987-05-08,Trading,213.37
1987-05-11,Trading,212.29
1987-05-12,Trading,213.37
1987-05-15,Trading,214.37
1987-05-18,Trading,214.37
1987-05-19,Trading,213.32
1987-05-20,Trading,213.32
1987-05-21,Trading,208.42
1987-05-26,Trading,210.95
1987-05-27,Trading,213.54
1987-05-28,Trading,213.89
1987-05-29,Trading,213.54
1987-06-01,Trading,214.77
1987-06-02,Trading,214.77
1987-06-03,Trading,220.54
1987-06-04,Trading,220.27
1987-06-05,Trading,220.0
1987-06-08,Trading,219.65
1987-06-09,Trading,221.0
1987-06-10,Trading,221.0
1987-06-12,Trading,221.35
1987-06-15,Trading,221.35
1987-06-16,Trading,221.18
1987-06-17,Trading,222.75
1987-06-18,Trading,222.75
1987-06-19,Trading,223.63
1987-06-22,Trading,223.43
1987-06-23,Trading,223.43
1987-06-24,Trading,224.94
1987-06-25,Trading,226.68
1987-06-26,Trading,226.83
1987-06-29,Trading,226.83
1987-06-30,Trading,227.71
1987-07-01,Trading,227.71
1987-07-02,Trading,229.81
1987-07-03,Trading,231.2
1987-07-06,Trading,231.2
1987-07-07,Trading,231.2
1987-07-08,Trading,230.12
1987-07-09,Trading,230.12
1987-07-13,Trading,230.12
1987-07-14,Trading,231.52
1987-07-15,Trading,229.13
1987-07-16,Trading,228.1
1987-07-17,Trading,228.1
1987-07-20,Trading,228.1
1987-07-21,Trading,228.1
1987-07-22,Trading,228.37
1987-07-23,Trading,228.64
1987-07-24,Trading,229.45
1987-07-27,Trading,234.5
1987-07-28,Trading,234.5
1987-08-03,Trading,234.5
1987-08-04,Trading,234.32
1987-08-05,Trading,234.15
1987-08-06,Trading,234.15
1987-08-07,Trading,231.52
1987-08-10,Trading,231.52
1987-08-11,Trading,231.52
1987-08-12,Trading,231.52
1987-08-13,Trading,230.65
1987-08-14,Trading,231.52
1987-08-17,Trading,230.82
1987-08-18,Trading,230.82
1987-08-19,Trading,230.82
1987-08-20,Trading,230.82
1987-08-21,Trading,228.72
1987-08-24,Trading,228.92
1987-08-25,Trading,229.45
1987-08-26,Trading,229.45
1987-08-27,Trading,229.45
1987-08-28,Trading,229.45
1987-08-31,Trading,232.77
1987-09-01,Trading,232.77
1987-09-02,Trading,230.98
1987-09-03,Trading,231.53
1987-09-04,Trading,232.34
1987-09-08,Trading,232.34
1987-09-09,Trading,234.53
1987-09-10,Trading,234.53
1987-09-11,Trading,200.59
1987-09-14,Trading,200.74
1987-09-15,Trading,200.74
1987-09-16,Trading,200.74
1987-09-17,Trading,202.73
1987-09-18,Trading,213.82
1987-09-21,Trading,214.02
1987-09-22,Trading,250.39
1987-09-23,Trading,250.12
1987-09-24,Trading,262.73
1987-09-25,Trading,269.39
1987-09-28,Trading,271.25
1987-09-29,Trading,271.25
1987-09-30,Trading,270.34
1987-10-01,Trading,271.14
1987-10-02,Trading,273.94
1987-10-05,Trading,276.84
1987-10-07,Trading,283.18
1987-10-08,Trading,290.06
1987-10-09,Trading,312.45
1987-10-12,Trading,310.41
1987-10-13,Trading,310.41
1987-10-14,Trading,316.38
1987-10-15,Trading,319.96
1987-10-16,Trading,314.6
1987-10-19,Trading,313.01
1987-10-20,Trading,313.01
1987-10-21,Trading,307.41
1987-10-22,Trading,307.41
1987-10-23,Trading,304.28
1987-10-26,Trading,297.92
1987-10-27,Trading,297.92
1987-10-28,Trading,297.92
1987-10-29,Trading,301.65
1987-10-30,Trading,301.65
1987-11-02,Trading,297.67
1987-11-03,Trading,285.46
1987-11-04,Trading,281.42
1987-11-06,Trading,281.42
1987-11-09,Trading,281.42
1987-11-10,Trading,281.42
1987-11-11,Trading,280.11
1987-11-12,Trading,280.11
1987-11-13,Trading,282.11
1987-11-16,Trading,279.31
1987-11-17,Trading,279.31
1987-11-18,Trading,283.49
1987-11-19,Trading,283.49
1987-11-20,Trading,281.68
1987-11-23,Trading,281.95
1987-11-24,Trading,281.95
1987-11-25,Trading,283.94
1987-11-26,Trading,279.28
1987-11-27,Trading,280.64
1987-11-30,Trading,280.75
1987-12-01,Trading,277.02
1987-12-02,Trading,277.02
1987-12-03,Trading,277.02
1987-12-07,Trading,277.95
1987-12-08,Trading,277.16
1987-12-09,Trading,272.76
1987-12-10,Trading,272.76
1987-12-11,Trading,272.76
1987-12-14,Trading,271.17
1987-12-15,Trading,271.17
1987-12-16,Trading,271.17
1987-12-17,Trading,269.62
1987-12-18,Trading,269.62
1987-12-21,Trading,269.62
1987-12-22,Trading,269.62
1987-12-23,Trading,271.13
1988-01-04,Trading,271.13
1988-01-05,Trading,270.97
1988-01-06,Trading,267.7
1988-01-07,Trading,267.7
1988-01-08,Trading,260.47
1988-01-11,Trading,253.87
1988-01-12,Trading,253.87
1988-01-13,Trading,244.54
1988-01-14,Trading,244.54
1988-01-18,Trading,225.37
1988-01-19,Trading,220.47
1988-01-20,Trading,211.71
1988-01-21,Trading,211.71
1988-01-22,Trading,216.49
1988-01-25,Trading,218.88
1988-01-26,Trading,218.88
1988-01-27,Trading,232.81
1988-01-28,Trading,241.4
1988-01-29,Trading,242.55
1988-02-01,Trading,242.79
1988-02-03,Trading,257.09
1988-02-05,Trading,256.85
1988-02-08,Trading,256.85
1988-02-09,Trading,255.32
1988-02-10,Trading,255.32
1988-02-11,Trading,254.24
1988-02-12,Trading,255.84
1988-02-15,Trading,255.84
1988-02-16,Trading,257.23
1988-02-17,Trading,257.23
1988-02-18,Trading,257.23
1988-02-19,Trading,257.23
1988-02-22,Trading,253.84
1988-02-23,Trading,253.57
1988-02-24,Trading,253.57
1988-02-25,Trading,253.3
1988-02-26,Trading,253.5
1988-02-29,Trading,250.53
1988-03-01,Trading,250.53
1988-03-02,Trading,238.4
1988-03-04,Trading,238.4
1988-03-07,Trading,234.62
1988-03-08,Trading,234.62
1988-03-09,Trading,233.81
1988-03-10,Trading,233.81
1988-03-11,Trading,229.02
1988-03-14,Trading,229.02
1988-03-15,Trading,229.02
1988-03-16,Trading,228.44
1988-03-17,Trading,228.44
1988-03-18,Trading,228.21
1988-03-21,Trading,228.61
1988-03-22,Trading,228.21
1988-03-23,Trading,228.21
1988-03-24,Trading,228.21
1988-03-25,Trading,228.21
1988-03-28,Trading,227.67
1988-03-29,Trading,227.67
1988-03-30,Trading,227.67
1988-03-31,Trading,227.48
1988-04-04,Trading,227.48
