date,index_name,value
2002-02-06,Hotels & Travels,234.6
2002-02-07,Hotels & Travels,237.0
2002-02-08,Hotels & Travels,236.9
2002-02-11,Hotels & Travels,235.5
2002-02-12,Hotels & Travels,239.2
2002-02-13,Hotels & Travels,239.5
2002-02-14,Hotels & Travels,239.4
2002-02-15,Hotels & Travels,242.7
2002-02-18,Hotels & Travels,240.1
2002-02-19,Hotels & Travels,238.3
2002-02-20,Hotels & Travels,240.2
2002-02-21,Hotels & Travels,240.5
2002-02-22,Hotels & Travels,247.7
2002-02-25,Hotels & Travels,247.2
2002-02-26,Hotels & Travels,246.0
2002-02-28,Hotels & Travels,247.4
2002-03-01,Hotels & Travels,252.0
2002-03-04,Hotels & Travels,252.3
2002-03-05,Hotels & Travels,251.6
2002-03-06,Hotels & Travels,254.5
2002-03-07,Hotels & Travels,253.4
2002-03-08,Hotels & Travels,257.2
2002-03-11,Hotels & Travels,256.0
2002-03-13,Hotels & Travels,256.9
2002-03-14,Hotels & Travels,257.0
2002-03-15,Hotels & Travels,256.7
2002-03-18,Hotels & Travels,258.3
2002-03-19,Hotels & Travels,257.2
2002-03-20,Hotels & Travels,263.7
2002-03-21,Hotels & Travels,266.7
2002-03-22,Hotels & Travels,286.7
2002-03-25,Hotels & Travels,280.8
2002-03-26,Hotels & Travels,271.8
2002-03-27,Hotels & Travels,268.7
2002-04-01,Hotels & Travels,266.5
2002-04-02,Hotels & Travels,264.5
2002-04-03,Hotels & Travels,263.7
2002-04-04,Hotels & Travels,263.1
2002-04-05,Hotels & Travels,264.1
2002-04-08,Hotels & Travels,263.3
2002-04-09,Hotels & Travels,266.2
2002-04-10,Hotels & Travels,266.2
2002-04-11,Hotels & Travels,266.7
2002-04-16,Hotels & Travels,265.1
2002-04-17,Hotels & Travels,264.5
2002-04-18,Hotels & Travels,264.4
2002-04-19,Hotels & Travels,262.5
2002-04-22,Hotels & Travels,262.3
2002-04-23,Hotels & Travels,262.1
2002-04-24,Hotels & Travels,264.0
2002-04-25,Hotels & Travels,261.3
2002-04-29,Hotels & Travels,260.5
2002-04-30,Hotels & Travels,261.7
2002-05-02,Hotels & Travels,261.8
2002-05-03,Hotels & Travels,257.7
2002-05-06,Hotels & Travels,259.8
2002-05-07,Hotels & Travels,264.0
2002-05-08,Hotels & Travels,264.6
2002-05-09,Hotels & Travels,264.0
2002-05-10,Hotels & Travels,265.0
2002-05-13,Hotels & Travels,264.4
2002-05-14,Hotels & Travels,265.5
2002-05-15,Hotels & Travels,267.0
2002-05-16,Hotels & Travels,271.8
2002-05-17,Hotels & Travels,276.6
2002-05-20,Hotels & Travels,274.9
2002-05-21,Hotels & Travels,275.5
2002-05-22,Hotels & Travels,279.3
2002-05-23,Hotels & Travels,280.6
2002-05-28,Hotels & Travels,282.1
2002-05-29,Hotels & Travels,285.8
2002-05-30,Hotels & Travels,285.7
2002-05-31,Hotels & Travels,287.8
2002-06-03,Hotels & Travels,288.7
2002-06-04,Hotels & Travels,293.9
2002-06-05,Hotels & Travels,304.1
2002-06-06,Hotels & Travels,314.5
2002-06-07,Hotels & Travels,312.5
2002-06-10,Hotels & Travels,314.1
2002-06-11,Hotels & Travels,310.6
2002-06-12,Hotels & Travels,315.8
2002-06-13,Hotels & Travels,318.4
2002-06-14,Hotels & Travels,316.2
2002-06-17,Hotels & Travels,313.9
2002-06-18,Hotels & Travels,317.4
2002-06-19,Hotels & Travels,316.9
2002-06-20,Hotels & Travels,314.4
2002-06-21,Hotels & Travels,323.3
2002-06-25,Hotels & Travels,334.7
2002-06-26,Hotels & Travels,328.4
2002-06-27,Hotels & Travels,320.1
2002-06-28,Hotels & Travels,321.6
2002-07-01,Hotels & Travels,325.8
2002-07-02,Hotels & Travels,335.6
2002-07-03,Hotels & Travels,335.0
2002-07-04,Hotels & Travels,336.6
2002-07-05,Hotels & Travels,333.7
2002-07-08,Hotels & Travels,330.5
2002-07-09,Hotels & Travels,325.1
2002-07-10,Hotels & Travels,326.6
2002-07-11,Hotels & Travels,325.0
2002-07-12,Hotels & Travels,323.5
2002-07-15,Hotels & Travels,326.6
2002-07-16,Hotels & Travels,323.1
2002-07-17,Hotels & Travels,324.5
2002-07-18,Hotels & Travels,323.1
2002-07-19,Hotels & Travels,320.5
2002-07-22,Hotels & Travels,319.2
2002-07-24,Hotels & Travels,318.32
2002-07-25,Hotels & Travels,320.4
2002-07-26,Hotels & Travels,317.4
2002-07-29,Hotels & Travels,314.2
2002-07-30,Hotels & Travels,308.4
2002-07-31,Hotels & Travels,311.6
2002-08-01,Hotels & Travels,311.0
2002-08-02,Hotels & Travels,310.5
2002-08-05,Hotels & Travels,298.6
2002-08-06,Hotels & Travels,289.0
2002-08-07,Hotels & Travels,299.1
2002-08-08,Hotels & Travels,290.3
2002-08-09,Hotels & Travels,300.3
2002-08-12,Hotels & Travels,299.0
2002-08-13,Hotels & Travels,297.4
2002-08-14,Hotels & Travels,306.7
2002-08-15,Hotels & Travels,308.6
2002-08-16,Hotels & Travels,309.5
2002-08-19,Hotels & Travels,311.6
2002-08-20,Hotels & Travels,314.6
2002-08-21,Hotels & Travels,318.4
2002-08-23,Hotels & Travels,317.8
2002-08-26,Hotels & Travels,317.6
2002-08-27,Hotels & Travels,322.7
2002-08-28,Hotels & Travels,324.3
2002-08-29,Hotels & Travels,323.7
2002-08-30,Hotels & Travels,328.7
2002-09-02,Hotels & Travels,326.5
2002-09-03,Hotels & Travels,323.5
2002-09-04,Hotels & Travels,332.7
2002-09-05,Hotels & Travels,345.3
2002-09-06,Hotels & Travels,338.6
2002-09-09,Hotels & Travels,340.4
2002-09-10,Hotels & Travels,346.1
2002-09-11,Hotels & Travels,346.6
2002-09-12,Hotels & Travels,367.9
2002-09-13,Hotels & Travels,384.7
2002-09-16,Hotels & Travels,403.2
2002-09-17,Hotels & Travels,417.6
2002-09-18,Hotels & Travels,439.4
2002-09-19,Hotels & Travels,437.4
2002-09-23,Hotels & Travels,434.6
2002-09-24,Hotels & Travels,439.3
2002-09-25,Hotels & Travels,436.5
2002-09-26,Hotels & Travels,432.8
2002-09-27,Hotels & Travels,427.9
2002-09-30,Hotels & Travels,425.9
2002-10-01,Hotels & Travels,413.8
2002-10-02,Hotels & Travels,414.8
2002-10-03,Hotels & Travels,422.6
2002-10-04,Hotels & Travels,420.7
2002-10-07,Hotels & Travels,415.3
2002-10-08,Hotels & Travels,410.8
2002-10-09,Hotels & Travels,413.3
2002-10-10,Hotels & Travels,410.5
2002-10-11,Hotels & Travels,412.3
2002-10-14,Hotels & Travels,403.7
2002-10-15,Hotels & Travels,409.8
2002-10-16,Hotels & Travels,403.1
2002-10-17,Hotels & Travels,397.0
2002-10-18,Hotels & Travels,382.5
2002-10-21,Hotels & Travels,366.7
2002-10-22,Hotels & Travels,385.9
2002-10-23,Hotels & Travels,387.8
2002-10-24,Hotels & Travels,390.9
2002-10-25,Hotels & Travels,390.21
2002-10-28,Hotels & Travels,393.0
2002-10-29,Hotels & Travels,402.1
2002-10-30,Hotels & Travels,401.0
2002-10-31,Hotels & Travels,403.5
2002-11-01,Hotels & Travels,400.5
2002-11-05,Hotels & Travels,412.2
2002-11-06,Hotels & Travels,414.6
2002-11-07,Hotels & Travels,410.7
2002-11-08,Hotels & Travels,404.6
2002-11-11,Hotels & Travels,403.0
2002-11-12,Hotels & Travels,401.1
2002-11-13,Hotels & Travels,395.3
2002-11-14,Hotels & Travels,400.9
2002-11-15,Hotels & Travels,401.1
2002-11-18,Hotels & Travels,399.5
2002-11-20,Hotels & Travels,396.1
2002-11-21,Hotels & Travels,399.5
2002-11-22,Hotels & Travels,402.9
2002-11-25,Hotels & Travels,405.3
2002-11-26,Hotels & Travels,404.7
2002-11-27,Hotels & Travels,405.4
2002-11-28,Hotels & Travels,405.8
2002-11-29,Hotels & Travels,401.9
2002-12-02,Hotels & Travels,400.6
2002-12-03,Hotels & Travels,397.2
2002-12-04,Hotels & Travels,401.9
2002-12-05,Hotels & Travels,398.0
2002-12-09,Hotels & Travels,400.1
2002-12-10,Hotels & Travels,399.7
2002-12-11,Hotels & Travels,395.2
2002-12-12,Hotels & Travels,395.0
2002-12-13,Hotels & Travels,394.2
2002-12-16,Hotels & Travels,394.5
2002-12-17,Hotels & Travels,395.0
2002-12-18,Hotels & Travels,397.2
2002-12-20,Hotels & Travels,400.0
2002-12-23,Hotels & Travels,403.1
2002-12-24,Hotels & Travels,404.7
2002-12-26,Hotels & Travels,406.3
2002-12-27,Hotels & Travels,411.9
2002-12-30,Hotels & Travels,411.9
2002-12-31,Hotels & Travels,413.0
2003-01-02,Hotels & Travels,413.8
2003-01-03,Hotels & Travels,410.3
2003-01-06,Hotels & Travels,410.2
2003-01-07,Hotels & Travels,426.4
2003-01-08,Hotels & Travels,431.7
2003-01-09,Hotels & Travels,444.5
2003-01-10,Hotels & Travels,447.0
2003-01-13,Hotels & Travels,444.7
2003-01-14,Hotels & Travels,437.7
2003-01-16,Hotels & Travels,440.2
2003-01-20,Hotels & Travels,431.5
2003-01-21,Hotels & Travels,425.1
2003-01-22,Hotels & Travels,422.1
2003-01-23,Hotels & Travels,424.6
2003-01-24,Hotels & Travels,420.6
2003-01-27,Hotels & Travels,420.7
2003-01-28,Hotels & Travels,408.1
2003-01-29,Hotels & Travels,406.2
2003-01-30,Hotels & Travels,410.7
2003-01-31,Hotels & Travels,413.2
2003-02-03,Hotels & Travels,419.5
2003-02-05,Hotels & Travels,421.1
2003-02-06,Hotels & Travels,414.8
2003-02-07,Hotels & Travels,418.4
2003-02-10,Hotels & Travels,404.9
2003-02-11,Hotels & Travels,404.0
2003-02-13,Hotels & Travels,402.0
2003-02-14,Hotels & Travels,399.3
2003-02-17,Hotels & Travels,397.9
2003-02-18,Hotels & Travels,394.0
2003-02-19,Hotels & Travels,393.9
2003-02-20,Hotels & Travels,397.7
2003-02-21,Hotels & Travels,398.2
2003-02-24,Hotels & Travels,395.5
2003-02-25,Hotels & Travels,388.6
2003-02-26,Hotels & Travels,373.4
2003-02-27,Hotels & Travels,380.7
2003-02-28,Hotels & Travels,382.3
2003-03-03,Hotels & Travels,382.7
2003-03-04,Hotels & Travels,379.0
2003-03-05,Hotels & Travels,379.1
2003-03-06,Hotels & Travels,379.1
2003-03-07,Hotels & Travels,375.7
2003-03-10,Hotels & Travels,375.5
2003-03-11,Hotels & Travels,369.5
2003-03-12,Hotels & Travels,356.0
2003-03-13,Hotels & Travels,360.1
2003-03-14,Hotels & Travels,360.9
2003-03-17,Hotels & Travels,355.0
2003-03-19,Hotels & Travels,355.2
2003-03-20,Hotels & Travels,362.0
2003-03-21,Hotels & Travels,362.2
2003-03-24,Hotels & Travels,358.6
2003-03-25,Hotels & Travels,359.8
2003-03-26,Hotels & Travels,360.6
2003-03-27,Hotels & Travels,371.0
2003-03-28,Hotels & Travels,372.3
2003-03-31,Hotels & Travels,370.7
2003-04-01,Hotels & Travels,370.4
2003-04-02,Hotels & Travels,370.1
2003-04-03,Hotels & Travels,374.1
2003-04-04,Hotels & Travels,377.4
2003-04-07,Hotels & Travels,378.4
2003-04-08,Hotels & Travels,381.6
2003-04-09,Hotels & Travels,382.2
2003-04-10,Hotels & Travels,384.3
2003-04-11,Hotels & Travels,384.3
2003-04-15,Hotels & Travels,391.4
2003-04-17,Hotels & Travels,407.0
2003-04-22,Hotels & Travels,399.0
2003-04-23,Hotels & Travels,402.9
2003-04-24,Hotels & Travels,403.2
2003-04-25,Hotels & Travels,402.4
2003-04-28,Hotels & Travels,410.2
2003-04-29,Hotels & Travels,413.8
2003-04-30,Hotels & Travels,414.5
2003-05-02,Hotels & Travels,409.5
2003-05-05,Hotels & Travels,405.9
2003-05-06,Hotels & Travels,408.8
2003-05-07,Hotels & Travels,411.7
2003-05-08,Hotels & Travels,412.3
2003-05-09,Hotels & Travels,413.3
2003-05-12,Hotels & Travels,412.3
2003-05-13,Hotels & Travels,410.1
2003-05-19,Hotels & Travels,409.2
2003-05-20,Hotels & Travels,410.6
2003-05-21,Hotels & Travels,408.7
2003-05-22,Hotels & Travels,406.4
2003-05-23,Hotels & Travels,401.4
2003-05-26,Hotels & Travels,401.2
2003-05-27,Hotels & Travels,402.2
2003-05-28,Hotels & Travels,403.8
2003-05-29,Hotels & Travels,407.3
2003-05-30,Hotels & Travels,410.8
2003-06-02,Hotels & Travels,410.6
2003-06-03,Hotels & Travels,414.3
2003-06-04,Hotels & Travels,423.8
2003-06-05,Hotels & Travels,425.1
2003-06-06,Hotels & Travels,423.2
2003-06-09,Hotels & Travels,428.3
2003-06-10,Hotels & Travels,430.7
2003-06-11,Hotels & Travels,425.4
2003-06-12,Hotels & Travels,426.1
2003-06-13,Hotels & Travels,429.4
2003-06-16,Hotels & Travels,430.1
2003-06-17,Hotels & Travels,437.8
2003-06-18,Hotels & Travels,440.4
2003-06-19,Hotels & Travels,439.6
2003-06-20,Hotels & Travels,447.7
2003-06-23,Hotels & Travels,467.9
2003-06-24,Hotels & Travels,484.6
2003-06-25,Hotels & Travels,500.0
2003-06-26,Hotels & Travels,481.1
2003-06-27,Hotels & Travels,477.4
2003-06-30,Hotels & Travels,469.8
2003-07-01,Hotels & Travels,466.7
2003-07-02,Hotels & Travels,455.0
2003-07-03,Hotels & Travels,449.5
2003-07-04,Hotels & Travels,447.0
2003-07-07,Hotels & Travels,443.4
2003-07-08,Hotels & Travels,438.5
2003-07-09,Hotels & Travels,434.8
2003-07-10,Hotels & Travels,428.7
2003-07-11,Hotels & Travels,446.3
2003-07-14,Hotels & Travels,446.1
2003-07-15,Hotels & Travels,448.5
2003-07-16,Hotels & Travels,455.6
2003-07-17,Hotels & Travels,452.6
2003-07-18,Hotels & Travels,457.2
2003-07-21,Hotels & Travels,460.1
2003-07-22,Hotels & Travels,463.4
2003-07-23,Hotels & Travels,463.7
2003-07-24,Hotels & Travels,465.1
2003-07-25,Hotels & Travels,466.9
2003-07-28,Hotels & Travels,470.2
2003-07-29,Hotels & Travels,474.3
2003-07-30,Hotels & Travels,477.8
2003-07-31,Hotels & Travels,478.4
2003-08-01,Hotels & Travels,480.5
2003-08-04,Hotels & Travels,480.8
2003-08-05,Hotels & Travels,480.0
2003-08-06,Hotels & Travels,476.4
2003-08-07,Hotels & Travels,481.4
2003-08-08,Hotels & Travels,489.4
2003-08-12,Hotels & Travels,494.6
2003-08-13,Hotels & Travels,510.7
2003-08-14,Hotels & Travels,529.3
2003-08-15,Hotels & Travels,529.2
2003-08-18,Hotels & Travels,530.1
2003-08-19,Hotels & Travels,526.3
2003-08-20,Hotels & Travels,523.3
2003-08-21,Hotels & Travels,528.5
2003-08-22,Hotels & Travels,532.2
2003-08-25,Hotels & Travels,531.4
2003-08-26,Hotels & Travels,528.6
2003-08-27,Hotels & Travels,528.5
2003-08-28,Hotels & Travels,528.6
2003-08-29,Hotels & Travels,535.0
2003-09-01,Hotels & Travels,535.8
2003-09-02,Hotels & Travels,541.4
2003-09-03,Hotels & Travels,554.0
2003-09-04,Hotels & Travels,582.0
2003-09-05,Hotels & Travels,605.2
2003-09-08,Hotels & Travels,628.9
2003-09-09,Hotels & Travels,671.7
2003-09-11,Hotels & Travels,703.4
2003-09-12,Hotels & Travels,684.8
2003-09-15,Hotels & Travels,676.6
2003-09-16,Hotels & Travels,682.2
2003-09-17,Hotels & Travels,686.6
2003-09-18,Hotels & Travels,687.3
2003-09-19,Hotels & Travels,754.7
2003-09-22,Hotels & Travels,767.4
2003-09-23,Hotels & Travels,768.2
2003-09-24,Hotels & Travels,812.9
2003-09-25,Hotels & Travels,830.1
2003-09-26,Hotels & Travels,845.2
2003-09-29,Hotels & Travels,873.4
2003-09-30,Hotels & Travels,923.6
2003-10-01,Hotels & Travels,970.1
2003-10-02,Hotels & Travels,951.2
2003-10-03,Hotels & Travels,936.1
2003-10-06,Hotels & Travels,949.3
2003-10-07,Hotels & Travels,953.1
2003-10-08,Hotels & Travels,950.3
2003-10-10,Hotels & Travels,941.8
2003-10-13,Hotels & Travels,932.3
2003-10-14,Hotels & Travels,961.6
2003-10-15,Hotels & Travels,958.2
2003-10-16,Hotels & Travels,938.3
2003-10-17,Hotels & Travels,933.7
2003-10-20,Hotels & Travels,927.1
2003-10-21,Hotels & Travels,930.7
2003-10-22,Hotels & Travels,925.3
2003-10-23,Hotels & Travels,964.6
2003-10-27,Hotels & Travels,964.4
2003-10-28,Hotels & Travels,960.0
2003-10-29,Hotels & Travels,947.3
2003-10-30,Hotels & Travels,971.8
2003-10-31,Hotels & Travels,980.3
2003-11-03,Hotels & Travels,959.9
2003-11-04,Hotels & Travels,890.0
2003-11-05,Hotels & Travels,747.1
2003-11-06,Hotels & Travels,722.2
2003-11-07,Hotels & Travels,851.9
2003-11-10,Hotels & Travels,768.3
2003-11-11,Hotels & Travels,738.4
2003-11-12,Hotels & Travels,780.5
2003-11-13,Hotels & Travels,846.8
2003-11-14,Hotels & Travels,751.1
2003-11-17,Hotels & Travels,796.7
2003-11-18,Hotels & Travels,778.5
2003-11-19,Hotels & Travels,858.5
2003-11-20,Hotels & Travels,840.2
2003-11-21,Hotels & Travels,847.6
2003-11-24,Hotels & Travels,818.3
2003-11-25,Hotels & Travels,783.5
2003-11-27,Hotels & Travels,787.3
2003-11-28,Hotels & Travels,801.8
2003-12-01,Hotels & Travels,761.7
2003-12-02,Hotels & Travels,751.8
2003-12-03,Hotels & Travels,730.2
2003-12-04,Hotels & Travels,713.6
2003-12-05,Hotels & Travels,734.5
2003-12-09,Hotels & Travels,738.1
2003-12-10,Hotels & Travels,737.8
2003-12-11,Hotels & Travels,708.8
2003-12-12,Hotels & Travels,708.8
2003-12-15,Hotels & Travels,688.3
2003-12-16,Hotels & Travels,660.9
2003-12-17,Hotels & Travels,630.2
2003-12-18,Hotels & Travels,626.6
2003-12-19,Hotels & Travels,649.1
2003-12-22,Hotels & Travels,647.5
2003-12-23,Hotels & Travels,678.6
2003-12-24,Hotels & Travels,684.5
2003-12-26,Hotels & Travels,688.4
2003-12-29,Hotels & Travels,674.0
2003-12-30,Hotels & Travels,667.5
2003-12-31,Hotels & Travels,663.5
2004-01-02,Hotels & Travels,680.3
2004-01-05,Hotels & Travels,721.4
2004-01-06,Hotels & Travels,737.4
2004-01-08,Hotels & Travels,768.3
2004-01-09,Hotels & Travels,787.2
2004-01-12,Hotels & Travels,777.1
2004-01-13,Hotels & Travels,791.0
2004-01-14,Hotels & Travels,795.3
2004-01-16,Hotels & Travels,752.0
2004-01-19,Hotels & Travels,692.0
2004-01-20,Hotels & Travels,721.5
2004-01-21,Hotels & Travels,751.0
2004-01-22,Hotels & Travels,754.1
2004-01-23,Hotels & Travels,747.7
2004-01-26,Hotels & Travels,791.16
2004-01-27,Hotels & Travels,819.23
2004-01-28,Hotels & Travels,813.38
2004-01-29,Hotels & Travels,789.57
2004-01-30,Hotels & Travels,801.15
2004-02-03,Hotels & Travels,771.29
2004-02-06,Hotels & Travels,782.34
2004-02-09,Hotels & Travels,702.47
2004-02-10,Hotels & Travels,676.85
2004-02-11,Hotels & Travels,796.26
2004-02-12,Hotels & Travels,819.19
2004-02-13,Hotels & Travels,851.93
2004-02-16,Hotels & Travels,851.56
2004-02-17,Hotels & Travels,853.72
2004-02-19,Hotels & Travels,857.84
2004-02-20,Hotels & Travels,874.95
2004-02-23,Hotels & Travels,906.35
2004-02-24,Hotels & Travels,918.51
2004-02-25,Hotels & Travels,908.91
2004-02-26,Hotels & Travels,907.64
2004-02-27,Hotels & Travels,916.61
2004-03-01,Hotels & Travels,915.28
2004-03-02,Hotels & Travels,920.32
2004-03-03,Hotels & Travels,927.46
2004-03-04,Hotels & Travels,906.2
2004-03-05,Hotels & Travels,898.08
2004-03-08,Hotels & Travels,883.4
2004-03-09,Hotels & Travels,887.49
2004-03-10,Hotels & Travels,887.59
2004-03-11,Hotels & Travels,870.71
2004-03-12,Hotels & Travels,875.34
2004-03-15,Hotels & Travels,859.27
2004-03-16,Hotels & Travels,864.84
2004-03-17,Hotels & Travels,859.06
2004-03-18,Hotels & Travels,853.38
2004-03-19,Hotels & Travels,853.25
2004-03-22,Hotels & Travels,856.64
2004-03-23,Hotels & Travels,858.31
2004-03-24,Hotels & Travels,856.21
2004-03-25,Hotels & Travels,874.47
2004-03-26,Hotels & Travels,887.32
2004-03-29,Hotels & Travels,878.14
2004-03-30,Hotels & Travels,888.01
2004-03-31,Hotels & Travels,894.45
2004-04-01,Hotels & Travels,906.63
2004-04-02,Hotels & Travels,930.35
2004-04-06,Hotels & Travels,820.4
2004-04-07,Hotels & Travels,813.83
2004-04-08,Hotels & Travels,830.77
2004-04-14,Hotels & Travels,836.52
2004-04-15,Hotels & Travels,833.33
2004-04-16,Hotels & Travels,833.71
2004-04-19,Hotels & Travels,821.0
2004-04-20,Hotels & Travels,814.37
2004-04-21,Hotels & Travels,823.84
2004-04-22,Hotels & Travels,823.54
2004-04-23,Hotels & Travels,827.27
2004-04-26,Hotels & Travels,821.25
2004-04-27,Hotels & Travels,817.95
2004-04-28,Hotels & Travels,802.92
2004-04-29,Hotels & Travels,799.05
2004-05-03,Hotels & Travels,825.7
2004-05-06,Hotels & Travels,832.05
2004-05-10,Hotels & Travels,846.24
2004-05-11,Hotels & Travels,859.74
2004-05-12,Hotels & Travels,868.12
2004-05-13,Hotels & Travels,911.0
2004-05-14,Hotels & Travels,935.69
2004-05-17,Hotels & Travels,923.26
2004-05-18,Hotels & Travels,917.14
2004-05-19,Hotels & Travels,930.46
2004-05-20,Hotels & Travels,954.87
2004-05-21,Hotels & Travels,973.18
2004-05-24,Hotels & Travels,967.44
2004-05-25,Hotels & Travels,976.22
2004-05-26,Hotels & Travels,975.22
2004-05-27,Hotels & Travels,975.32
2004-05-28,Hotels & Travels,978.13
2004-05-31,Hotels & Travels,972.9
2004-06-01,Hotels & Travels,972.97
2004-06-03,Hotels & Travels,967.52
2004-06-04,Hotels & Travels,936.56
2004-06-07,Hotels & Travels,923.37
2004-06-08,Hotels & Travels,924.14
2004-06-09,Hotels & Travels,917.17
2004-06-10,Hotels & Travels,915.61
2004-06-11,Hotels & Travels,933.91
2004-06-14,Hotels & Travels,938.59
2004-06-15,Hotels & Travels,934.8
2004-06-16,Hotels & Travels,932.09
2004-06-17,Hotels & Travels,932.8
2004-06-18,Hotels & Travels,942.68
2004-06-21,Hotels & Travels,949.76
2004-06-22,Hotels & Travels,948.43
2004-06-23,Hotels & Travels,939.32
2004-06-24,Hotels & Travels,944.06
2004-06-25,Hotels & Travels,947.1
2004-06-28,Hotels & Travels,944.78
2004-06-29,Hotels & Travels,942.75
2004-06-30,Hotels & Travels,954.08
2004-07-01,Hotels & Travels,953.94
2004-07-05,Hotels & Travels,963.07
2004-07-06,Hotels & Travels,951.43
2004-07-07,Hotels & Travels,935.1
2004-07-08,Hotels & Travels,950.76
2004-07-09,Hotels & Travels,956.2
2004-07-12,Hotels & Travels,951.11
2004-07-13,Hotels & Travels,964.85
2004-07-14,Hotels & Travels,975.31
2004-07-15,Hotels & Travels,980.18
2004-07-16,Hotels & Travels,980.53
2004-07-19,Hotels & Travels,973.65
2004-07-20,Hotels & Travels,970.33
2004-07-21,Hotels & Travels,973.74
2004-07-22,Hotels & Travels,973.97
2004-07-23,Hotels & Travels,979.68
2004-07-26,Hotels & Travels,977.97
2004-07-27,Hotels & Travels,978.25
2004-07-28,Hotels & Travels,973.43
2004-07-29,Hotels & Travels,961.46
2004-07-30,Hotels & Travels,1003.81
2004-08-02,Hotels & Travels,1012.77
2004-08-03,Hotels & Travels,1020.08
2004-08-04,Hotels & Travels,1004.04
2004-08-05,Hotels & Travels,997.23
2004-08-06,Hotels & Travels,996.6
2004-08-09,Hotels & Travels,986.87
2004-08-10,Hotels & Travels,977.28
2004-08-11,Hotels & Travels,981.71
2004-08-12,Hotels & Travels,975.6
2004-08-13,Hotels & Travels,974.14
2004-08-16,Hotels & Travels,977.11
2004-08-17,Hotels & Travels,990.65
2004-08-18,Hotels & Travels,985.84
2004-08-19,Hotels & Travels,964.96
2004-08-20,Hotels & Travels,960.65
2004-08-23,Hotels & Travels,975.25
2004-08-24,Hotels & Travels,971.85
2004-08-25,Hotels & Travels,979.2
2004-08-26,Hotels & Travels,971.72
2004-08-27,Hotels & Travels,973.1
2004-08-30,Hotels & Travels,969.98
2004-08-31,Hotels & Travels,981.89
2004-09-01,Hotels & Travels,981.8
2004-09-02,Hotels & Travels,976.72
2004-09-03,Hotels & Travels,989.8
2004-09-06,Hotels & Travels,1004.7
2004-09-07,Hotels & Travels,992.13
2004-09-08,Hotels & Travels,983.2
