date,transaction_type,investor_type,value
2006-05-03,net,Foreign Individuals,550464935.0
2006-06-03,net,Foreign Individuals,179442015.0
2006-07-03,net,Foreign Individuals,112761208.0
2006-08-03,net,Foreign Individuals,96760418.5
2006-09-03,net,Foreign Individuals,-93919516.5
2006-10-03,net,Foreign Individuals,23547796.75
2006-11-03,net,Foreign Individuals,-1022001835.8499999
2006-12-03,net,Foreign Individuals,598355029.5
2007-01-03,net,Foreign Individuals,-160033801.0
2007-02-03,net,Foreign Individuals,-1643381953.0
2007-03-03,net,Foreign Individuals,419459576.5
2007-04-03,net,Foreign Individuals,-11867152.050000012
2007-05-03,net,Foreign Individuals,109036316.0
2007-06-03,net,Foreign Individuals,-628871082.25
2007-07-03,net,Foreign Individuals,193542338.5
2007-08-03,net,Foreign Individuals,138990564.0
2007-09-03,net,Foreign Individuals,-627587295.0
2007-10-03,net,Foreign Individuals,-99910238.0
2007-11-03,net,Foreign Individuals,19650829.0
2007-12-03,net,Foreign Individuals,-157522846.0
2008-01-03,net,Foreign Individuals,11254877.0
2008-02-03,net,Foreign Individuals,-209425861.0
2008-03-03,net,Foreign Individuals,1555638600.0
2008-04-03,net,Foreign Individuals,-3859306687.0
2008-05-03,net,Foreign Individuals,-125822451.0
2008-06-03,net,Foreign Individuals,-41558799.0
2008-07-03,net,Foreign Individuals,-56942339.0
2008-08-03,net,Foreign Individuals,87915115.0
2008-09-03,net,Foreign Individuals,-4934307.0
2008-10-03,net,Foreign Individuals,-98664441.0
2008-11-03,net,Foreign Individuals,452700045.0
2008-12-03,net,Foreign Individuals,-4690082.0
2009-01-03,net,Foreign Individuals,-11607137.75
2009-02-03,net,Foreign Individuals,25140871.0
2009-03-03,net,Foreign Individuals,5561830.25
2009-04-03,net,Foreign Individuals,-40441918.0
2009-05-03,net,Foreign Individuals,-311307861.0
2009-06-03,net,Foreign Individuals,-175821678.0
2009-07-03,net,Foreign Individuals,92586635.0
2009-08-03,net,Foreign Individuals,-105179325.0
2009-09-03,net,Foreign Individuals,-564970632.0
2009-10-03,net,Foreign Individuals,-379746179.0
2009-11-03,net,Foreign Individuals,-121648990.0
2009-12-03,net,Foreign Individuals,-1447461778.0
2010-01-03,net,Foreign Individuals,-4183175629.75
2010-02-03,net,Foreign Individuals,-939260189.5
2010-03-03,net,Foreign Individuals,-2422202391.4
2010-04-03,net,Foreign Individuals,19895672.0
2010-05-03,net,Foreign Individuals,-424507720.0
2010-06-03,net,Foreign Individuals,-359605529.0
2010-07-03,net,Foreign Individuals,-684976456.0
2010-08-03,net,Foreign Individuals,-32877809.0
2010-09-03,net,Foreign Individuals,-717962097.0
2010-10-03,net,Foreign Individuals,-285984074.79999995
2010-11-03,net,Foreign Individuals,230240623.0
2010-12-03,net,Foreign Individuals,114013452.20000005
2011-01-03,net,Foreign Individuals,-71508162.0
2011-02-03,net,Foreign Individuals,-742800563.0
2011-03-03,net,Foreign Individuals,-241345408.0
2011-04-03,net,Foreign Individuals,88091770.0
2011-05-03,net,Foreign Individuals,-728723609.0
2011-06-03,net,Foreign Individuals,127501719.0
2011-07-03,net,Foreign Individuals,-122517185.0
2011-08-03,net,Foreign Individuals,-280591136.0
2011-09-03,net,Foreign Individuals,-442167323.0
2011-10-03,net,Foreign Individuals,-1269872995.0
2011-11-03,net,Foreign Individuals,18072754.0
2011-12-03,net,Foreign Individuals,-146170037.0
2012-01-03,net,Foreign Individuals,149238130.0
2012-02-03,net,Foreign Individuals,21157735.0
2012-03-03,net,Foreign Individuals,-102066565.0
2012-04-03,net,Foreign Individuals,75465705.0
2012-05-03,net,Foreign Individuals,220829886.0
2012-06-03,net,Foreign Individuals,-16370570.0
2012-07-03,net,Foreign Individuals,-6965256.0
2012-08-03,net,Foreign Individuals,29726223.0
2012-09-03,net,Foreign Individuals,-267052869.0
2012-10-03,net,Foreign Individuals,-4581884.0
2012-11-03,net,Foreign Individuals,165304582.0
2012-12-03,net,Foreign Individuals,-28603009.0
2013-01-03,net,Foreign Individuals,-137314225.0
2013-02-03,net,Foreign Individuals,-122483886.0
2013-03-03,net,Foreign Individuals,-11211644.0
2013-04-03,net,Foreign Individuals,7278441.0
2013-05-03,net,Foreign Individuals,196871205.0
2013-06-03,net,Foreign Individuals,477927407.0
2013-07-03,net,Foreign Individuals,245881426.0
2013-08-03,net,Foreign Individuals,275714617.0
2013-09-03,net,Foreign Individuals,63895792.0
2013-10-03,net,Foreign Individuals,173687260.0
2013-11-03,net,Foreign Individuals,160495140.0
2013-12-03,net,Foreign Individuals,135789795.0
2014-01-03,net,Foreign Individuals,4168743.0
2014-02-03,net,Foreign Individuals,-302305805.0
2014-03-03,net,Foreign Individuals,-153755315.0
2014-04-03,net,Foreign Individuals,-296914827.0
2014-05-03,net,Foreign Individuals,51924282.0
2014-06-03,net,Foreign Individuals,-94334004.0
2014-07-03,net,Foreign Individuals,-1816105318.0
2014-08-03,net,Foreign Individuals,-131535868.0
2014-09-03,net,Foreign Individuals,-584340790.0
2014-10-03,net,Foreign Individuals,-203298042.0
2014-11-03,net,Foreign Individuals,-69614550.0
2014-12-03,net,Foreign Individuals,-75828427.0
2015-01-03,net,Foreign Individuals,-77342973.0
2015-02-03,net,Foreign Individuals,-83908315.0
2015-03-03,net,Foreign Individuals,5789798.0
2015-04-03,net,Foreign Individuals,-774387983.0
2015-05-03,net,Foreign Individuals,341782291.0
2015-06-03,net,Foreign Individuals,182649055.0
2015-07-03,net,Foreign Individuals,4268783.0
2015-08-03,net,Foreign Individuals,-165740479.0
2015-09-03,net,Foreign Individuals,-57658832.0
2015-10-03,net,Foreign Individuals,-20075603.0
2015-11-03,net,Foreign Individuals,-47291315.0
2015-12-03,net,Foreign Individuals,127211881.0
2016-01-03,net,Foreign Individuals,23879068.0
2016-02-03,net,Foreign Individuals,697146.0
2016-03-03,net,Foreign Individuals,-65423386.0
2016-04-03,net,Foreign Individuals,-94938383.0
2016-05-03,net,Foreign Individuals,4473700.0
2016-06-03,net,Foreign Individuals,27817572.0
2016-07-03,net,Foreign Individuals,-49958003.0
2016-08-03,net,Foreign Individuals,242812192.0
2016-09-03,net,Foreign Individuals,-73482737.0
2016-10-03,net,Foreign Individuals,4422270.0
2016-11-03,net,Foreign Individuals,2996330.0
2016-12-03,net,Foreign Individuals,-279089369.0
2017-01-03,net,Foreign Individuals,258303218.0
2017-02-03,net,Foreign Individuals,-94628975.0
2017-03-03,net,Foreign Individuals,11445638.0
2017-04-03,net,Foreign Individuals,-745922533.0
2017-05-03,net,Foreign Individuals,70844849.0
2017-06-03,net,Foreign Individuals,-60604043.0
2017-07-03,net,Foreign Individuals,-537114797.0
2017-08-03,net,Foreign Individuals,84731071.0
2017-09-03,net,Foreign Individuals,14011725.0
2017-10-03,net,Foreign Individuals,-2933839.0
2017-11-03,net,Foreign Individuals,-2327017101.0
2017-12-03,net,Foreign Individuals,443090946.0
2018-01-03,net,Foreign Individuals,25416372.0
2018-02-03,net,Foreign Individuals,120565562.0
2018-03-03,net,Foreign Individuals,2812223788.0
2018-04-03,net,Foreign Individuals,403280736.0
2018-05-03,net,Foreign Individuals,1054358904.0
2018-06-03,net,Foreign Individuals,106650402.0
2018-07-03,net,Foreign Individuals,336492255.0
2018-08-03,net,Foreign Individuals,102302996.0
2018-09-03,net,Foreign Individuals,235674507.0
2018-10-03,net,Foreign Individuals,190933033.0
2018-11-03,net,Foreign Individuals,55854905.0
2018-12-03,net,Foreign Individuals,481680074.0
2019-01-03,net,Foreign Individuals,58118887.0
2019-02-03,net,Foreign Individuals,130948337.0
2019-03-03,net,Foreign Individuals,827817744.0
2019-04-03,net,Foreign Individuals,2083770.0
2019-05-03,net,Foreign Individuals,21222055.0
2019-06-03,net,Foreign Individuals,-119147723.0
2019-07-03,net,Foreign Individuals,127722808.0
2019-08-03,net,Foreign Individuals,62034076.0
2019-09-03,net,Foreign Individuals,-6159825.0
2019-10-03,net,Foreign Individuals,-45006909.0
2019-11-03,net,Foreign Individuals,69480916.0
2019-12-03,net,Foreign Individuals,-19169765.0
2020-01-03,net,Foreign Individuals,34898046.0
2020-02-03,net,Foreign Individuals,46567740.0
2020-03-03,net,Foreign Individuals,155756623.0
2020-05-03,net,Foreign Individuals,46168960.0
2020-06-03,net,Foreign Individuals,-96908379.0
2020-07-03,net,Foreign Individuals,246941922.0
2020-08-03,net,Foreign Individuals,-88103881.0
2020-09-03,net,Foreign Individuals,-41525426.0
2020-10-03,net,Foreign Individuals,3504438731.0
2020-11-03,net,Foreign Individuals,-225611136.0
2020-12-03,net,Foreign Individuals,-101754244.0
2021-01-03,net,Foreign Individuals,-595805893.0
2021-02-03,net,Foreign Individuals,-66945516.0
2021-03-03,net,Foreign Individuals,-185715963.0
2021-04-03,net,Foreign Individuals,-60671087.0
2021-05-03,net,Foreign Individuals,-57856995.0
2021-06-03,net,Foreign Individuals,-55296881.0
2021-07-03,net,Foreign Individuals,-80012900.0
2021-08-03,net,Foreign Individuals,261471803.0
2021-09-03,net,Foreign Individuals,-279724842.0
2021-10-03,net,Foreign Individuals,-279700828.0
2021-11-03,net,Foreign Individuals,-703833911.0
2021-12-03,net,Foreign Individuals,-1407110837.0
2022-01-03,net,Foreign Individuals,-879957011.0
2022-02-03,net,Foreign Individuals,36870441.0
2022-03-03,net,Foreign Individuals,276917158.0
2022-04-03,net,Foreign Individuals,218972322.0
2022-05-03,net,Foreign Individuals,615053800.0
2022-06-03,net,Foreign Individuals,511775090.0
2022-07-03,net,Foreign Individuals,520753565.0
2022-08-03,net,Foreign Individuals,876629630.0
2022-09-03,net,Foreign Individuals,-294522339.0
2022-10-03,net,Foreign Individuals,273466587.0
2022-11-03,net,Foreign Individuals,103243746.0
2022-12-03,net,Foreign Individuals,193363046.0
2023-01-03,net,Foreign Individuals,-36071640.0
2023-02-03,net,Foreign Individuals,-302064005.0
2023-03-03,net,Foreign Individuals,915823833.0
2023-04-03,net,Foreign Individuals,93192938.0
2023-05-03,net,Foreign Individuals,169588332.0
2023-06-03,net,Foreign Individuals,272243531.0
2023-07-03,net,Foreign Individuals,-7405403.0
2023-08-03,net,Foreign Individuals,1276074932.0
2023-09-03,net,Foreign Individuals,-127141865.0
2023-10-03,net,Foreign Individuals,-109635638.0
2023-11-03,net,Foreign Individuals,231379653.0
2023-12-03,net,Foreign Individuals,-26490419.0
2024-01-03,net,Foreign Individuals,111645265.0
2024-02-03,net,Foreign Individuals,93259502.0
2024-03-03,net,Foreign Individuals,48326422.0
2024-04-03,net,Foreign Individuals,-1255660344.0
2024-05-03,net,Foreign Individuals,150453625.0
2024-06-03,net,Foreign Individuals,177498819.0
2024-07-03,net,Foreign Individuals,21049665.0
2024-08-03,net,Foreign Individuals,-8504927.0
2024-09-03,net,Foreign Individuals,-219857909.0
2024-10-03,net,Foreign Individuals,-84394569.0
2024-11-03,net,Foreign Individuals,-431194096.0
2024-12-03,net,Foreign Individuals,-252941620.0
2025-01-03,net,Foreign Individuals,628258527.0
2025-02-03,net,Foreign Individuals,-430849294.0
2025-03-03,net,Foreign Individuals,-678632038.0
2025-04-03,net,Foreign Individuals,-100449120.0
2025-05-03,net,Foreign Individuals,-455968161.0
2025-06-03,net,Foreign Individuals,-328778256.0
2025-07-03,net,Foreign Individuals,-269501747.0
2025-08-03,net,Foreign Individuals,133292120.0
2025-09-03,net,Foreign Individuals,-2564636719.0
2025-10-03,net,Foreign Individuals,234888089.0
2025-11-03,net,Foreign Individuals,-163954946.0
2025-12-03,net,Foreign Individuals,-184817730.0
1992-01-01,net,Local Companies,23809561.0
1992-02-01,net,Local Companies,-76002819.0
1992-03-01,net,Local Companies,-59190152.0
1992-04-01,net,Local Companies,55534282.0
1992-05-01,net,Local Companies,172202447.0
1992-06-01,net,Local Companies,79771769.0
1992-07-01,net,Local Companies,-14627412.0
1992-08-01,net,Local Companies,200665.0
1992-09-01,net,Local Companies,47685920.0
1992-10-01,net,Local Companies,15537609.0
1992-11-01,net,Local Companies,36330885.0
1992-12-01,net,Local Companies,22963325.0
1993-01-01,net,Local Companies,-42968898.0
1993-02-01,net,Local Companies,-3174395.0
1993-03-01,net,Local Companies,-39988321.0
1993-04-01,net,Local Companies,-958199.0
1993-05-01,net,Local Companies,-614519571.0
1993-06-01,net,Local Companies,-67732059.0
1993-07-01,net,Local Companies,-72383498.0
1993-08-01,net,Local Companies,99182101.0
1993-09-01,net,Local Companies,-342310836.0
1993-10-01,net,Local Companies,-222796087.0
1993-11-01,net,Local Companies,-384542711.0
1993-12-01,net,Local Companies,-20236302.0
1994-01-01,net,Local Companies,-615468288.0
1994-02-01,net,Local Companies,400173155.0
1994-03-01,net,Local Companies,448856099.0
1994-04-01,net,Local Companies,308782704.0
1994-05-01,net,Local Companies,144139388.0
1994-06-01,net,Local Companies,12613648.0
1994-07-01,net,Local Companies,94596316.0
1994-08-01,net,Local Companies,-148594898.0
1994-09-01,net,Local Companies,-55002571.0
1994-10-01,net,Local Companies,162946003.0
1994-11-01,net,Local Companies,241065630.0
1994-12-01,net,Local Companies,319582896.0
1995-01-01,net,Local Companies,215541419.0
1995-02-01,net,Local Companies,265209727.0
1995-03-01,net,Local Companies,254279559.0
1995-04-01,net,Local Companies,110718039.0
1995-05-01,net,Local Companies,100154638.0
1995-06-01,net,Local Companies,-115031447.0
1995-07-01,net,Local Companies,-103851795.0
1995-08-01,net,Local Companies,51969136.0
1995-09-01,net,Local Companies,-134974190.0
1995-10-01,net,Local Companies,-43069756.0
1995-11-01,net,Local Companies,-79038693.0
1995-12-01,net,Local Companies,146844769.0
1996-01-01,net,Local Companies,25455732.0
1996-02-01,net,Local Companies,-349638825.0
1996-03-01,net,Local Companies,-9250578.0
1996-04-01,net,Local Companies,101741990.0
1996-05-01,net,Local Companies,53273593.0
1996-06-01,net,Local Companies,27974076.0
1996-07-01,net,Local Companies,5542134.0
1996-08-01,net,Local Companies,84661208.0
1996-09-01,net,Local Companies,6993828.0
1996-10-01,net,Local Companies,164960113.0
1996-11-01,net,Local Companies,-7408213.0
1996-12-01,net,Local Companies,22622665.0
1997-01-01,net,Local Companies,121959440.0
1997-02-01,net,Local Companies,23071329.0
1997-03-01,net,Local Companies,50828181.0
1997-04-01,net,Local Companies,-209685181.0
1997-05-01,net,Local Companies,-416975870.0
1997-06-01,net,Local Companies,-697258590.0
1997-07-01,net,Local Companies,-33319448.0
1997-08-01,net,Local Companies,156318259.0
1997-09-01,net,Local Companies,91163783.0
1997-10-01,net,Local Companies,115978545.0
1997-11-01,net,Local Companies,256948354.0
1997-12-01,net,Local Companies,295399286.0
1998-01-01,net,Local Companies,169849882.0
1998-02-01,net,Local Companies,167645262.0
1998-03-01,net,Local Companies,45288300.0
1998-04-01,net,Local Companies,170712724.0
1998-05-01,net,Local Companies,233535818.0
1998-06-01,net,Local Companies,504402820.0
1998-07-01,net,Local Companies,178859682.0
1998-08-01,net,Local Companies,162816231.0
1998-09-01,net,Local Companies,129387632.0
1998-10-01,net,Local Companies,55134225.0
1998-11-01,net,Local Companies,-112817403.0
1998-12-01,net,Local Companies,129409693.0
1999-01-01,net,Local Companies,286554632.0
1999-02-01,net,Local Companies,159917955.0
1999-03-01,net,Local Companies,210588030.0
1999-04-01,net,Local Companies,135956032.0
1999-05-01,net,Local Companies,24164608.0
1999-06-01,net,Local Companies,135921061.0
1999-07-01,net,Local Companies,-324724541.0
1999-08-01,net,Local Companies,-170266633.0
1999-09-01,net,Local Companies,272873863.0
1999-10-01,net,Local Companies,263129164.0
1999-11-01,net,Local Companies,-38353262.0
1999-12-01,net,Local Companies,271180234.0
2000-01-01,net,Local Companies,204307681.0
2000-02-01,net,Local Companies,497976500.0
2000-03-01,net,Local Companies,498795251.0
2000-04-01,net,Local Companies,120109569.0
2000-05-01,net,Local Companies,244222055.0
2000-06-01,net,Local Companies,372444937.0
2000-07-01,net,Local Companies,308091038.0
2000-08-01,net,Local Companies,3730652.0
2000-09-01,net,Local Companies,75602616.0
2000-10-01,net,Local Companies,124848095.0
2000-11-01,net,Local Companies,50070066.0
2000-12-01,net,Local Companies,113889428.0
2001-01-01,net,Local Companies,-180147586.0
2001-02-01,net,Local Companies,-7124889.0
2001-03-01,net,Local Companies,80311407.0
2001-04-01,net,Local Companies,186674737.0
2001-05-01,net,Local Companies,257357488.0
2001-06-01,net,Local Companies,114050177.0
2001-07-01,net,Local Companies,-78427430.0
2001-08-01,net,Local Companies,131688242.0
2001-09-01,net,Local Companies,-51952211.0
2001-10-01,net,Local Companies,-300941098.0
2001-11-01,net,Local Companies,-154694410.0
2001-12-01,net,Local Companies,-8943237.0
2002-01-01,net,Local Companies,352846795.5
2002-02-01,net,Local Companies,134060582.0
2002-03-01,net,Local Companies,-575674735.0
2002-04-01,net,Local Companies,-124700233.0
2002-05-01,net,Local Companies,-576238893.0
2002-06-01,net,Local Companies,-581758317.0
2002-07-01,net,Local Companies,122644188.0
2002-08-01,net,Local Companies,-463067923.0
2002-09-01,net,Local Companies,-452366261.0
2002-10-01,net,Local Companies,26320496.0
2002-11-01,net,Local Companies,17742427.0
2002-12-01,net,Local Companies,126795438.0
2003-01-03,net,Local Companies,-79578038.0
2003-02-03,net,Local Companies,-151488317.0
2003-03-03,net,Local Companies,20520945.0
2003-04-03,net,Local Companies,211086498.0
2003-05-03,net,Local Companies,-1577393507.0
2003-06-03,net,Local Companies,-569724794.0
2003-07-03,net,Local Companies,51151840.0
2003-08-03,net,Local Companies,-541041413.0
2003-09-03,net,Local Companies,4660949789.0
2003-10-03,net,Local Companies,-817747005.0
2003-11-03,net,Local Companies,-33762831.0
2003-12-03,net,Local Companies,-1884534881.0
2004-01-03,net,Local Companies,-2246030.0
2004-02-03,net,Local Companies,-696988115.0
2004-03-03,net,Local Companies,-121255453.0
2004-04-03,net,Local Companies,381014204.0
2004-05-03,net,Local Companies,146151972.0
2004-06-03,net,Local Companies,-126640429.0
2004-07-03,net,Local Companies,286155250.0
2004-08-03,net,Local Companies,-216814341.0
2004-09-03,net,Local Companies,-185968123.0
2004-10-03,net,Local Companies,261289130.0
2004-11-03,net,Local Companies,-91545442.0
2004-12-03,net,Local Companies,233530513.0
2005-01-03,net,Local Companies,612115443.0
2005-02-03,net,Local Companies,-95959257.0
2005-03-03,net,Local Companies,-912402031.0
2005-04-03,net,Local Companies,662411992.0
2005-05-03,net,Local Companies,-190544453.0
2005-06-03,net,Local Companies,-191612505.0
2005-07-03,net,Local Companies,-967733726.0
2005-08-03,net,Local Companies,-540232718.0
2005-09-03,net,Local Companies,-991414961.0
2005-10-03,net,Local Companies,417170425.0
2005-11-03,net,Local Companies,-635699315.0
2005-12-03,net,Local Companies,79381252.0
2006-01-03,net,Local Companies,-387178997.0
2006-02-03,net,Local Companies,982939119.0
2006-03-03,net,Local Companies,-896707313.0
